BitQuan-main-19/COMPLETE_SUCCESS_REPORT_TH.md:238:16: unwrap(): 📅 Day 1-2: แก้ unwrap() ใน wallet + node
BitQuan-main-19/COMPLETE_SUCCESS_REPORT_TH.md:242:16: unwrap(): 📅 Day 3-4: แก้ unwrap() ใน consensus + mempool
BitQuan-main-19/SECURITY_AUDIT_REPORT.md:28:24: unwrap(): - ⚠️ Reduce production unwrap() usage (358 → target <50)
BitQuan-main-19/SECURITY_AUDIT_REPORT.md:206:14: unwrap(): - ⚠️ **358** unwrap() calls outside tests
BitQuan-main-19/SECURITY_AUDIT_REPORT.md:207:13: panic!(...): - ⚠️ **11** panic!() calls outside tests
BitQuan-main-19/SECURITY_AUDIT_REPORT.md:323:13: unwrap(): 1. **Reduce unwrap() usage in critical paths**
BitQuan-main-19/SECURITY_AUDIT_REPORT.md:405:11: unwrap(): 1. Reduce unwrap() usage (critical)
BitQuan-main-19/MAINNET_READINESS_REPORT.md:19:20: unwrap(): - **Current:** 344 unwrap() in production code
BitQuan-main-19/SECURITY_SUMMARY_TH.md:79:16: unwrap(): **ปัญหา:** มี `unwrap()` เยอะ (358 จุด) ที่อาจทำให้ panic
BitQuan-main-19/SECURITY_SUMMARY_TH.md:86:19: unwrap(): **วิธีแก้:** แปลง unwrap() เป็น proper error handling
BitQuan-main-19/SECURITY_SUMMARY_TH.md:165:11: unwrap(): - [ ] แก้ unwrap() ใน critical paths (1-2 สัปดาห์)
BitQuan-main-19/SECURITY_SUMMARY_TH.md:191:14: unwrap(): ⚠️ **ต้องแก้ unwrap() ก่อน**
BitQuan-main-19/SECURITY_SUMMARY_TH.md:193:7: unwrap(): 1. ลด unwrap() จาก 358 → <50 จุด
BitQuan-main-19/SECURITY_SUMMARY_TH.md:200:22: unwrap(): สัปดาห์ที่ 1-2:  แก้ unwrap() ใน critical paths
BitQuan-main-19/SECURITY_SUMMARY_TH.md:258:15: unwrap(): 2. ⚠️ ต้องแก้ unwrap() ก่อน mainnet (2-3 สัปดาห์)
BitQuan-main-19/PHASE7_AND_P0_COMPLETE.md:159:27: unwrap(): Eliminate all production `unwrap()`, `expect()`, and `panic!()` calls in BitQuan's critical paths.
BitQuan-main-19/PHASE7_AND_P0_COMPLETE.md:159:39: expect(...): Eliminate all production `unwrap()`, `expect()`, and `panic!()` calls in BitQuan's critical paths.
BitQuan-main-19/PHASE7_AND_P0_COMPLETE.md:159:55: panic!(...): Eliminate all production `unwrap()`, `expect()`, and `panic!()` calls in BitQuan's critical paths.
BitQuan-main-19/PHASE7_AND_P0_COMPLETE.md:196:37: expect(...): getrandom::getrandom(&mut salt).expect("OS RNG failure");  // ❌ Panics!
BitQuan-main-19/tools/unsafe_calls.rg.txt:14:103: unwrap(): crates/storage/src/rocksdb_store.rs:649:        let retrieved = store.get_block_by_height(1).unwrap().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:15:87: unwrap(): crates/storage/src/rocksdb_store.rs:654:        let tx = store.get_transaction(&txid).unwrap().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:15:96: unwrap(): crates/storage/src/rocksdb_store.rs:654:        let tx = store.get_transaction(&txid).unwrap().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:16:84: unwrap(): crates/storage/src/rocksdb_store.rs:660:        let temp_dir = tempfile::tempdir().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:17:101: unwrap(): crates/storage/src/rocksdb_store.rs:661:        let mut store = RocksDBStore::open(temp_dir.path()).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:18:80: unwrap(): crates/storage/src/rocksdb_store.rs:667:        store.put_utxo(outpoint, data).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:19:90: unwrap(): crates/storage/src/rocksdb_store.rs:670:        let retrieved = store.get_utxo(outpoint).unwrap().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:19:99: unwrap(): crates/storage/src/rocksdb_store.rs:670:        let retrieved = store.get_utxo(outpoint).unwrap().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:20:77: unwrap(): crates/storage/src/rocksdb_store.rs:674:        store.delete_utxo(outpoint).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:21:82: unwrap(): crates/storage/src/rocksdb_store.rs:677:        assert!(store.get_utxo(outpoint).unwrap().is_none());
BitQuan-main-19/tools/unsafe_calls.rg.txt:21:49: assert!(...): crates/storage/src/rocksdb_store.rs:677:        assert!(store.get_utxo(outpoint).unwrap().is_none());
BitQuan-main-19/tools/unsafe_calls.rg.txt:22:82: expect(...): crates/network/src/relay.rs:34:        let mut announced = self.announced.lock().expect("relay lock poisoned");
BitQuan-main-19/tools/unsafe_calls.rg.txt:23:78: expect(...): crates/network/src/relay.rs:47:        let announced = self.announced.lock().expect("relay lock poisoned");
BitQuan-main-19/tools/unsafe_calls.rg.txt:24:88: expect(...): crates/network/src/relay.rs:53:        let mut requests = self.pending_requests.lock().expect("relay lock poisoned");
BitQuan-main-19/tools/unsafe_calls.rg.txt:25:88: expect(...): crates/network/src/relay.rs:59:        let mut requests = self.pending_requests.lock().expect("relay lock poisoned");
BitQuan-main-19/tools/unsafe_calls.rg.txt:26:84: expect(...): crates/network/src/relay.rs:65:        let requests = self.pending_requests.lock().expect("relay lock poisoned");
BitQuan-main-19/tools/unsafe_calls.rg.txt:27:78: expect(...): crates/network/src/relay.rs:74:        let mut relayed = self.relayed.lock().expect("relay lock poisoned");
BitQuan-main-19/tools/unsafe_calls.rg.txt:28:74: expect(...): crates/network/src/relay.rs:86:        let relayed = self.relayed.lock().expect("relay lock poisoned");
BitQuan-main-19/tools/unsafe_calls.rg.txt:29:82: expect(...): crates/network/src/relay.rs:94:        let mut announced = self.announced.lock().expect("relay lock poisoned");
BitQuan-main-19/tools/unsafe_calls.rg.txt:30:50: panic!(...): crates/network/src/relay.rs:251:            _ => panic!("Wrong message type"),
BitQuan-main-19/tools/unsafe_calls.rg.txt:31:50: panic!(...): crates/network/src/relay.rs:260:            _ => panic!("Wrong message type"),
BitQuan-main-19/tools/unsafe_calls.rg.txt:32:43: panic!(...): crates/mempool/src/lib.rs:355:            panic!(
BitQuan-main-19/tools/unsafe_calls.rg.txt:33:77: expect(...): crates/mempool/src/lib.rs:419:        let weight = calculate_tx_weight(&tx).expect("weight");
BitQuan-main-19/tools/unsafe_calls.rg.txt:34:72: unwrap(): crates/mempool/src/lib.rs:435:        let mut mempool = Mempool::new().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:35:86: unwrap(): crates/mempool/src/lib.rs:447:        let mut mempool = Mempool::with_policy(policy).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:36:86: unwrap(): crates/mempool/src/lib.rs:460:        let mut mempool = Mempool::with_policy(policy).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:37:86: unwrap(): crates/mempool/src/lib.rs:471:        let mut mempool = Mempool::with_policy(policy).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:38:97: unwrap(): crates/mempool/src/lib.rs:482:        let mut mempool = Mempool::with_limits(policy, 1_000_000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:39:77: expect(...): crates/mempool/src/lib.rs:489:        let weight = calculate_tx_weight(&tx).expect("weight");
BitQuan-main-19/tools/unsafe_calls.rg.txt:40:72: unwrap(): crates/mempool/src/lib.rs:495:        let mut mempool = Mempool::new().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:41:65: unwrap(): crates/mempool/src/lib.rs:502:        mempool.insert(tx1, 1000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:42:65: unwrap(): crates/mempool/src/lib.rs:503:        mempool.insert(tx2, 5000).unwrap(); // Highest fee
BitQuan-main-19/tools/unsafe_calls.rg.txt:43:65: unwrap(): crates/mempool/src/lib.rs:504:        mempool.insert(tx3, 2000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:44:91: unwrap(): crates/mempool/src/lib.rs:516:        let mut mempool = Mempool::with_limits(policy, 500).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:45:65: unwrap(): crates/mempool/src/lib.rs:522:        mempool.insert(tx1, 1000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:46:92: unwrap(): crates/mempool/src/lib.rs:533:        let mut mempool = Mempool::with_limits(policy, 1000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:47:78: expect(...): crates/mempool/src/lib.rs:536:        let weight = calculate_tx_weight(&tx1).expect("weight");
BitQuan-main-19/tools/unsafe_calls.rg.txt:48:79: unwrap(): crates/mempool/src/lib.rs:539:        mempool.insert(tx1, weight as u64 * 11).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:49:72: unwrap(): crates/mempool/src/lib.rs:557:        let mut mempool = Mempool::new().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:50:65: unwrap(): crates/mempool/src/lib.rs:562:        mempool.insert(tx1, 5000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:51:65: unwrap(): crates/mempool/src/lib.rs:563:        mempool.insert(tx2, 3000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:52:72: unwrap(): crates/mempool/src/lib.rs:573:        let mut mempool = Mempool::new().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:53:77: expect(...): crates/mempool/src/lib.rs:576:        let weight = calculate_tx_weight(&tx).expect("weight");
BitQuan-main-19/tools/unsafe_calls.rg.txt:54:64: unwrap(): crates/mempool/src/lib.rs:578:        mempool.insert(tx, 1000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:55:98: unwrap(): crates/mempool/src/lib.rs:619:        let mut mempool = Mempool::with_limits(policy, usize::MAX).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:56:77: expect(...): crates/mempool/src/lib.rs:638:        let weight = calculate_tx_weight(&tx).expect("weight");
BitQuan-main-19/tools/unsafe_calls.rg.txt:57:92: unwrap(): crates/mempool/src/lib.rs:657:        let mut mempool = Mempool::with_limits(policy, 1000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:58:68: unwrap(): crates/mempool/src/lib.rs:671:        let mempool = Mempool::new().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:59:72: unwrap(): crates/mempool/src/lib.rs:684:        let mut mempool = Mempool::new().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:60:65: unwrap(): crates/mempool/src/lib.rs:689:        mempool.insert(tx1, 5000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:61:65: unwrap(): crates/mempool/src/lib.rs:690:        mempool.insert(tx2, 3000).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:62:53: panic!(...): crates/mempool/src/lib.rs:744:            Err(e) => panic!("Unexpected error type {e:?}"),
BitQuan-main-19/tools/unsafe_calls.rg.txt:63:79: expect(...): crates/crypto/src/rng/rng_impl.rs:126:        let mut rng = RngService::new().expect("entropy available");
BitQuan-main-19/tools/unsafe_calls.rg.txt:64:73: expect(...): crates/crypto/src/rng/rng_impl.rs:127:        let bytes = rng.bytes(32).expect("generated bytes");
BitQuan-main-19/tools/unsafe_calls.rg.txt:65:75: expect(...): crates/crypto/src/rng/rng_impl.rs:133:        let rng = RngService::new().expect("entropy available");
BitQuan-main-19/tools/unsafe_calls.rg.txt:66:74: expect(...): crates/crypto/src/rng/rng_impl.rs:136:        let a = stream_a.bytes(32).expect("a bytes");
BitQuan-main-19/tools/unsafe_calls.rg.txt:67:74: expect(...): crates/crypto/src/rng/rng_impl.rs:137:        let b = stream_b.bytes(32).expect("b bytes");
BitQuan-main-19/tools/unsafe_calls.rg.txt:68:83: expect(...): crates/crypto/src/rng/rng_impl.rs:144:            let mut rng = RngService::new().expect("entropy available");
BitQuan-main-19/tools/unsafe_calls.rg.txt:69:81: expect(...): crates/crypto/src/rng/rng_impl.rs:147:                let value = rng.bytes(16).expect("sample");
BitQuan-main-19/tools/unsafe_calls.rg.txt:70:77: expect(...): crates/crypto/src/rng/rng_impl.rs:158:        let first = RngService::new().expect("seeded");
BitQuan-main-19/tools/unsafe_calls.rg.txt:71:78: expect(...): crates/crypto/src/rng/rng_impl.rs:163:        let second = RngService::new().expect("seeded");
BitQuan-main-19/tools/unsafe_calls.rg.txt:72:78: unwrap(): crates/node/src/mnemonic.rs:173:        let mnemonic = generate_mnemonic(12).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:73:78: unwrap(): crates/node/src/mnemonic.rs:182:        let mnemonic = generate_mnemonic(24).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:74:81: unwrap(): crates/node/src/mnemonic.rs:191:        let helper = MnemonicHelper::generate().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:75:99: unwrap(): crates/node/src/mnemonic.rs:195:        let restored = MnemonicHelper::from_phrase(&phrase, None).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:76:81: unwrap(): crates/node/src/mnemonic.rs:203:        let helper = MnemonicHelper::generate().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:77:82: unwrap(): crates/node/src/mnemonic.rs:222:        let helper1 = MnemonicHelper::generate().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:78:98: unwrap(): crates/node/src/mnemonic.rs:226:        let helper2 = MnemonicHelper::from_phrase(&phrase, None).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:79:113: unwrap(): crates/node/src/mnemonic.rs:230:        let helper3 = MnemonicHelper::from_phrase(&phrase, Some("password123")).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:80:81: unwrap(): crates/node/src/mnemonic.rs:237:        let helper = MnemonicHelper::generate().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:81:71: unwrap(): crates/node/src/mnemonic.rs:241:        let kp1 = helper.to_keypair().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:82:98: unwrap(): crates/node/src/mnemonic.rs:244:        let helper2 = MnemonicHelper::from_phrase(&phrase, None).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:83:72: unwrap(): crates/node/src/mnemonic.rs:245:        let kp2 = helper2.to_keypair().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:84:81: unwrap(): crates/node/src/mnemonic.rs:254:        let helper = MnemonicHelper::generate().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:85:96: unwrap(): crates/node/src/mnemonic.rs:269:        let helper = MnemonicHelper::from_phrase(phrase, None).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:86:81: unwrap(): crates/node/src/mnemonic.rs:278:        let helper = MnemonicHelper::generate().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:87:95: unwrap(): crates/node/src/mnemonic.rs:281:        let kp0 = seed_to_keypair_with_index(&helper.seed, 0).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:88:95: unwrap(): crates/node/src/mnemonic.rs:282:        let kp1 = seed_to_keypair_with_index(&helper.seed, 1).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:89:95: unwrap(): crates/node/src/mnemonic.rs:283:        let kp2 = seed_to_keypair_with_index(&helper.seed, 2).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:90:81: unwrap(): crates/node/src/mnemonic.rs:297:        let helper = MnemonicHelper::generate().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:91:95: unwrap(): crates/node/src/mnemonic.rs:300:        let kp1 = seed_to_keypair_with_index(&helper.seed, 5).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:92:95: unwrap(): crates/node/src/mnemonic.rs:301:        let kp2 = seed_to_keypair_with_index(&helper.seed, 5).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:93:95: unwrap(): crates/node/src/mnemonic.rs:302:        let kp3 = seed_to_keypair_with_index(&helper.seed, 5).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:94:97: unwrap(): crates/node/src/mnemonic.rs:316:        let helper1 = MnemonicHelper::from_phrase(phrase, None).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:95:72: unwrap(): crates/node/src/mnemonic.rs:317:        let kp1 = helper1.to_keypair().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:96:121: unwrap(): crates/node/src/mnemonic.rs:320:        let helper2 = MnemonicHelper::from_phrase(phrase, Some("my_secret_passphrase")).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:97:72: unwrap(): crates/node/src/mnemonic.rs:321:        let kp2 = helper2.to_keypair().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:98:97: unwrap(): crates/node/src/mnemonic.rs:334:        let helper1 = MnemonicHelper::from_phrase(phrase, None).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:99:72: unwrap(): crates/node/src/mnemonic.rs:335:        let kp1 = helper1.to_keypair().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:100:97: unwrap(): crates/node/src/mnemonic.rs:337:        let helper2 = MnemonicHelper::from_phrase(phrase, None).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:101:72: unwrap(): crates/node/src/mnemonic.rs:338:        let kp2 = helper2.to_keypair().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:102:97: unwrap(): crates/node/src/mnemonic.rs:340:        let helper3 = MnemonicHelper::from_phrase(phrase, None).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:103:72: unwrap(): crates/node/src/mnemonic.rs:341:        let kp3 = helper3.to_keypair().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:104:109: expect(...): crates/wallet/src/keystore.rs:77:    let params = Params::new(mem_kib, time_cost, parallelism.into(), None).expect("argon params");
BitQuan-main-19/tools/unsafe_calls.rg.txt:105:43: expect(...): crates/wallet/src/keystore.rs:83:        .expect("Argon2 derive failed");
BitQuan-main-19/tools/unsafe_calls.rg.txt:106:44: expect(...): crates/wallet/src/keystore.rs:119:        .expect("encryption failure");
BitQuan-main-19/tools/unsafe_calls.rg.txt:107:106: expect(...): crates/wallet/src/keystore.rs:275:        let pt = decrypt_keystore(&ks, "correct horse battery staple").expect("should decrypt");
BitQuan-main-19/tools/unsafe_calls.rg.txt:108:63: unwrap(): crates/wallet/src/keystore.rs:305:        let dir = tempdir().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:109:79: expect(...): crates/wallet/src/keystore.rs:307:        write_keystore_file_atomic(&p, &ks).expect("write");
BitQuan-main-19/tools/unsafe_calls.rg.txt:110:76: expect(...): crates/wallet/src/keystore.rs:308:        let ks2 = read_keystore_file(&p).expect("read");
BitQuan-main-19/tools/unsafe_calls.rg.txt:111:81: expect(...): crates/wallet/src/keystore.rs:309:        let pt = decrypt_keystore(&ks2, "pw").expect("decrypt");
BitQuan-main-19/tools/unsafe_calls.rg.txt:112:48: unwrap(): crates/wallet/src/keystore.rs:320:            .unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:113:84: expect(...): crates/wallet/src/keystore.rs:348:        let pt = decrypt_keystore(&ks, "longpw").expect("decrypt");
BitQuan-main-19/tools/unsafe_calls.rg.txt:114:114: expect(...): crates/wallet/src/keystore.rs:369:        let rotated = rotate_keystore(&ks, "old-pw", "new-pw", 8 * 1024, 1, 1).expect("rotate");
BitQuan-main-19/tools/unsafe_calls.rg.txt:115:89: expect(...): crates/wallet/src/keystore.rs:373:        let pt = decrypt_keystore(&rotated, "new-pw").expect("decrypt with new pw");
BitQuan-main-19/tools/unsafe_calls.rg.txt:116:59: unwrap(): crates/wallet/src/keystore.rs:381:    let dir = tempdir().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:117:75: unwrap(): crates/wallet/src/keystore.rs:385:    std::fs::write(&path, b"{invalid}").unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:118:63: unwrap(): crates/wallet/src/keystore.rs:390:    let json = ks.to_json().unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:119:86: unwrap(): crates/wallet/src/keystore.rs:391:    std::fs::write(&path, &json[..json.len() / 2]).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:120:82: unwrap(): crates/wallet/src/keystore.rs:395:    std::fs::write(&path, r#"{"version": 1}"#).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:121:76: expect(...): crates/crypto/src/wallet/kdf.rs:68:        getrandom::getrandom(&mut salt).expect("OS RNG failure");
BitQuan-main-19/tools/unsafe_calls.rg.txt:122:89: unwrap(): crates/crypto/src/wallet/kdf.rs:114:        let key1 = kdf.derive_key(&password, &salt).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:123:89: unwrap(): crates/crypto/src/wallet/kdf.rs:115:        let key2 = kdf.derive_key(&password, &salt).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:124:90: unwrap(): crates/crypto/src/wallet/kdf.rs:127:        let key1 = kdf.derive_key(&password, &salt1).unwrap();
BitQuan-main-19/tools/unsafe_calls.rg.txt:125:90: unwrap(): crates/crypto/src/wallet/kdf.rs:128:        let key2 = kdf.derive_key(&password, &salt2).unwrap();
